,Release Date,Season,Episode,Episode Title,Name,Sentence,label,score
17898,2016-05-08,Season 6,Episode 3,Oathbreaker,smalljon,I'm not kissing your fucking hand,anger,0.8014346957206726
17899,2016-05-08,Season 6,Episode 3,Oathbreaker,ramsay bolton,Traditionally a bannerman kneels before his lord,disgust,0.9254555702209473
17900,2016-05-08,Season 6,Episode 3,Oathbreaker,smalljon,I'm not doing that either,neutral,0.7936944961547852
17901,2016-05-08,Season 6,Episode 3,Oathbreaker,ramsay bolton,Why would I trust a man who won't honor tradition?,anger,0.43839433789253235
17902,2016-05-08,Season 6,Episode 3,Oathbreaker,smalljon,Your father honored tradition Knelt for Robb Stark Called him King of the North Was Robb Stark right to trust your father?,neutral,0.7110205888748169
17903,2016-05-08,Season 6,Episode 3,Oathbreaker,ramsay bolton,Then it appears we're at a bit of an impasse,neutral,0.8340896368026733
17904,2016-05-08,Season 6,Episode 3,Oathbreaker,smalljon,Fuck kneeling and fuck oaths I've got a gift for you,anger,0.8900772929191589
17905,2016-05-08,Season 6,Episode 3,Oathbreaker,ramsay bolton,"A girl, I hope I prefer redheads",neutral,0.8968883752822876
17906,2016-05-08,Season 6,Episode 3,Oathbreaker,smalljon,"A girl, aye A wild one",joy,0.5447761416435242
17907,2016-05-08,Season 6,Episode 3,Oathbreaker,ramsay bolton,I like them wild,joy,0.93294358253479
17908,2016-05-08,Season 6,Episode 3,Oathbreaker,smalljon,"And the boy, nice and young The way Karstark likes them",joy,0.5440953373908997
17909,2016-05-08,Season 6,Episode 3,Oathbreaker,ramsay bolton,Who's this?,surprise,0.8935990333557129
17910,2016-05-08,Season 6,Episode 3,Oathbreaker,smalljon,Rickon Stark,neutral,0.7923150062561035
17911,2016-05-08,Season 6,Episode 3,Oathbreaker,ramsay bolton,How do I know that's Rickon Stark?,surprise,0.8761537671089172
17912,2016-05-08,Season 6,Episode 3,Oathbreaker,ramsay bolton,"Welcome home, Lord Stark",neutral,0.8325194120407104
17913,2016-05-08,Season 6,Episode 3,Oathbreaker,dolorous edd,It's time,neutral,0.8325486779212952
17914,2016-05-08,Season 6,Episode 3,Oathbreaker,jon snow,"If you have any last words, now is the time",neutral,0.9637940526008606
17915,2016-05-08,Season 6,Episode 3,Oathbreaker,bowen marsh,You shouldn't be alive It's not right,anger,0.4430187940597534
17916,2016-05-08,Season 6,Episode 3,Oathbreaker,jon snow,Neither was killing me,sadness,0.32122543454170227
17917,2016-05-08,Season 6,Episode 3,Oathbreaker,othell yarwick,My mother's still living at White Harbor Could you write her? Tell her I died fighting the wildings,sadness,0.7854067087173462
17918,2016-05-08,Season 6,Episode 3,Oathbreaker,alliser throne,"I had a choice, Lord Commander Betray you or betray the Night's Watch You brought an army of wildlings into our lands An army of muderers and raiders If I had to do it all over knowing where I'd end up, I pray I'd make the right choice again",fear,0.5955336093902588
17919,2016-05-08,Season 6,Episode 3,Oathbreaker,jon snow,"I'm sure you would, Ser Alliser",neutral,0.946591854095459
17920,2016-05-08,Season 6,Episode 3,Oathbreaker,alliser throne,"I fought, I lost Now I rest But you, Lord Snow, you'll be fighting their battles forever",neutral,0.5420634746551514
17921,2016-05-08,Season 6,Episode 3,Oathbreaker,dolorous edd,We should burn the bodies,anger,0.9621807932853699
17922,2016-05-08,Season 6,Episode 3,Oathbreaker,jon snow,You should,neutral,0.7263163924217224
17923,2016-05-08,Season 6,Episode 3,Oathbreaker,dolorous edd,What do you want me to do with this?,anger,0.5379834175109863
17924,2016-05-08,Season 6,Episode 3,Oathbreaker,jon snow,Wear it Burn it Whatever you want You have Castle Black,neutral,0.31950369477272034
17925,2016-05-08,Season 6,Episode 3,Oathbreaker,jon snow,My watch is ended,sadness,0.44824492931365967
17926,2016-05-15,Season 6,Episode 4,Book of the Stranger,dolorous edd,Where you gonna go?,surprise,0.37697482109069824
17927,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,South,neutral,0.7834315299987793
17928,2016-05-15,Season 6,Episode 4,Book of the Stranger,dolorous edd,What are you gonna do?,anger,0.4421679675579071
17929,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,Get warm,neutral,0.912173330783844
17930,2016-05-15,Season 6,Episode 4,Book of the Stranger,dolorous edd,I was with you at Hardhome We saw what's out there We know it's coming here How can you leave us now?,surprise,0.602108895778656
17931,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,I did everything I could You know that,neutral,0.5803527235984802
17932,2016-05-15,Season 6,Episode 4,Book of the Stranger,dolorous edd,You swore a vow,neutral,0.48238861560821533
17933,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,"Aye, I pledged my life to the Night's Watch I gave my life",joy,0.5320082902908325
17934,2016-05-15,Season 6,Episode 4,Book of the Stranger,dolorous edd,For all nights to come,neutral,0.9305283427238464
17935,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,"They killed me, Edd! My own brothers You want me to stay here after that?",anger,0.7082272171974182
17936,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,Riders approaching!,surprise,0.34418800473213196
17937,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,Open the gate!,surprise,0.45444798469543457
17938,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,This is good soup Do you remember those kidney pies Old Nan used to make?,neutral,0.7890540957450867
17939,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,With the peas and onions?,surprise,0.48789340257644653
17940,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,Mmm,neutral,0.9156176447868347
17941,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,We never should have left Winterfell,sadness,0.49737101793289185
17942,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,"Don't you wish we could go back to the day we left? I want to scream at myself, “Don't go, you idiot”",fear,0.6108518242835999
17943,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,How could we know?,surprise,0.8988304138183594
17944,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,I spent a lot of time thinking about what as ass I was to you I wish I could change everything,surprise,0.678665041923523
17945,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,We were children,neutral,0.6275635361671448
17946,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,"I was awful, just admit it",disgust,0.7909244298934937
17947,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,You were occasionally awful I'm sure I can't have been great fun Always sulking in the corner while the rest of you played,disgust,0.6557820439338684
17948,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,Can you forgive me?,sadness,0.6165205836296082
17949,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,There's nothing to forgive,sadness,0.45472633838653564
17950,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,Forgive me,anger,0.8428283929824829
17951,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,"All right All right, I forgive you",neutral,0.4746207296848297
17952,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,"You'd think after thousands of years, the Night's Watch would have learned how to make a good ale",neutral,0.922581672668457
17953,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,Where will you go?,neutral,0.7316396236419678
17954,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,"Where will we go? If I don't watch over you, Father's ghost will come back and murder me",fear,0.8503142595291138
17955,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,Where will we go?,neutral,0.6607668399810791
17956,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,"I can't stay here, not after what happened",sadness,0.8912730813026428
17957,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,There's only one place we can go Home,neutral,0.8366512656211853
17958,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,Should we tell the Boltons to pack up and leave?,neutral,0.4971076548099518
17959,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,We'll take it back from them,neutral,0.9336560964584351
17960,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,I don't have an army,neutral,0.8405266404151917
17961,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,How many wildlings did you save?,neutral,0.673468828201294
17962,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,They didn't come here to serve me,anger,0.7206645607948303
17963,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,They owe you their lives,neutral,0.6408295631408691
17964,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,You think they'll be safe here if Roose Bolton remains Warden of the North?,neutral,0.5492780804634094
17965,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,Sansa,neutral,0.8583378791809082
17966,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,"Winterfell is our home It's ours and Arya's and Bran's and Rickon's Wherever they are, it belongs to our family We have to fight for it",neutral,0.8498501181602478
17967,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,I'm tired of fighting,sadness,0.9576125144958496
17968,2016-05-15,Season 6,Episode 4,Book of the Stranger,jon snow,It's all I've done since I left home I've killed brothers of the Night's Watch I've killed wildlings I've killed men that I admire I hanged a boy younger than Bran I fought and I lost,anger,0.7670139670372009
17969,2016-05-15,Season 6,Episode 4,Book of the Stranger,sansa stark,"If we don't take back the North, we'll never be safe I want you to help me But I'll do it myself if I have to",fear,0.3667747676372528
17970,2016-05-15,Season 6,Episode 4,Book of the Stranger,davos,My lady,surprise,0.43829596042633057
17971,2016-05-15,Season 6,Episode 4,Book of the Stranger,melisandre,Ser Davos,neutral,0.8822226524353027
17972,2016-05-15,Season 6,Episode 4,Book of the Stranger,davos,Will you stay here at Castle Black?,neutral,0.7932236194610596
17973,2016-05-15,Season 6,Episode 4,Book of the Stranger,melisandre,I will do as Jon Snow commands,neutral,0.8727415204048157
17974,2016-05-15,Season 6,Episode 4,Book of the Stranger,davos,You serve Jon Snow now?,surprise,0.8303186297416687
17975,2016-05-15,Season 6,Episode 4,Book of the Stranger,melisandre,He's the prince that was promised,neutral,0.8537705540657043
17976,2016-05-15,Season 6,Episode 4,Book of the Stranger,davos,"Forgive me, my lady, I thought that was Stannis",anger,0.49202823638916016
17977,2016-05-15,Season 6,Episode 4,Book of the Stranger,davos,What happened down there?,surprise,0.8019532561302185
17978,2016-05-15,Season 6,Episode 4,Book of the Stranger,melisandre,There was a battle Stannis was defeated,sadness,0.68796306848526
17979,2016-05-15,Season 6,Episode 4,Book of the Stranger,davos,And Shireen? What happened to the princess?,surprise,0.4169647991657257
17980,2016-05-15,Season 6,Episode 4,Book of the Stranger,brienne,I saw what happened I saw Stannis' forces defeated in the field,disgust,0.6816580891609192
17981,2016-05-15,Season 6,Episode 4,Book of the Stranger,davos,"My lady, I'm Ser Davos Seaworth",surprise,0.48094117641448975
17982,2016-05-15,Season 6,Episode 4,Book of the Stranger,brienne,We've met before I was Kingsguard to Renly Baratheon Before Renly was assassinated with bloodmagic,fear,0.6744922995567322
17983,2016-05-15,Season 6,Episode 4,Book of the Stranger,davos,That's in the past now,neutral,0.947131335735321
17984,2016-05-15,Season 6,Episode 4,Book of the Stranger,brienne,"Yes, it's in the past It doesn't mean I forget Or forgive He admitted it, you know",sadness,0.4654877483844757
17985,2016-05-15,Season 6,Episode 4,Book of the Stranger,davos,Who did?,surprise,0.8135479092597961
17986,2016-05-15,Season 6,Episode 4,Book of the Stranger,brienne,Stannis Just before I executed him,fear,0.5963544845581055
17987,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,The Defender of the Vale!,joy,0.28743594884872437
17988,2016-05-15,Season 6,Episode 4,Book of the Stranger,robin,Uncle Petyr!,anger,0.518999457359314
17989,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,My lord Come and see,surprise,0.5490197539329529
17990,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,I missed your name day Go on,sadness,0.8048845529556274
17991,2016-05-15,Season 6,Episode 4,Book of the Stranger,robin,A falcon!,surprise,0.7735177874565125
17992,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,A gyrfalcon The greatest and rarest of birds,joy,0.5614318251609802
17993,2016-05-15,Season 6,Episode 4,Book of the Stranger,yohn royce,"Last time I saw you, Baelish, you told me you were taking Sansa Stark home with you to the Fingers.",neutral,0.8318212032318115
17994,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,Indeed I was,neutral,0.6383465528488159
17995,2016-05-15,Season 6,Episode 4,Book of the Stranger,yohn royce,"And yet not long ago, we received reports that she has been married to Ramsay Bolton in Winterfell",surprise,0.5243090391159058
17996,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,"On our way to the Fingers, we were set upon by a large force of Bolton men Seemed to know exactly when we were traveling and exactly whom we were transporting",fear,0.5704906582832336
17997,2016-05-15,Season 6,Episode 4,Book of the Stranger,yohn royce,Do you take me for a fool?,anger,0.8955248594284058
17998,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,"Tell me, Lord Royce, how many people knew of my travel plans with Sansa Stark? I shared my intentions with you and no one else",neutral,0.8515196442604065
17999,2016-05-15,Season 6,Episode 4,Book of the Stranger,yohn royce,"Slander a man in his own home, you might find yourself crossing swords with him",disgust,0.5112316608428955
18000,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,Your home is the Vale The Lord of the Vale stands before us And only his judgment concerns me,neutral,0.8219175338745117
18001,2016-05-15,Season 6,Episode 4,Book of the Stranger,robin,Shall we throw him through the Moon Door?,neutral,0.31169354915618896
18002,2016-05-15,Season 6,Episode 4,Book of the Stranger,yohn royce,"My lord My lord, I have always been faithful to House Arryn To your father, to your mother, and now to you.",surprise,0.8003715872764587
18003,2016-05-15,Season 6,Episode 4,Book of the Stranger,robin,"Do you believe him, Uncle Petyr?",surprise,0.5328323841094971
18004,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,"Lord Royce has served the Vale well He;s enjoyed a distinguished military career If we could trust his absolute loyalty, he would make a capable commander in the wars to come",joy,0.8800212144851685
18005,2016-05-15,Season 6,Episode 4,Book of the Stranger,yohn royce,"You can trust my absolute loyalty, my lord",neutral,0.822471559047699
18006,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,I think he deserves one more chance What do you say?,neutral,0.7330209612846375
18007,2016-05-15,Season 6,Episode 4,Book of the Stranger,robin,Fine,anger,0.5020195245742798
18008,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,"I bring good news My friends in the North tell me Sansa has escaped Winterfell I expect she's headed to Castle Black where her brother serves as Lord Commander But she won't be safe there, not with the Boltons after her",joy,0.578700840473175
18009,2016-05-15,Season 6,Episode 4,Book of the Stranger,robin,She's my cousin We should help her,sadness,0.5313748121261597
18010,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,That was my instinct as well,neutral,0.728386640548706
18011,2016-05-15,Season 6,Episode 4,Book of the Stranger,petyr baelish,Our lord has spoken Gather the Knights of the Vale The time has come to join the fray,neutral,0.8895492553710938
18012,2016-05-15,Season 6,Episode 4,Book of the Stranger,grey worm,You invite the enemy into our city?,anger,0.513394832611084
18013,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,"I did As a clever man once told me, “We make peace with our enemies, not our friends”",neutral,0.80411297082901
18014,2016-05-15,Season 6,Episode 4,Book of the Stranger,grey worm,I don't make peace with the queen's enemies I kill the queen's enemies,anger,0.9534623026847839
18015,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,"Yes, that's the military approach And how has that worked here in Meereen? I represent the diplomatic approach",neutral,0.9382835626602173
18016,2016-05-15,Season 6,Episode 4,Book of the Stranger,missandei,Our queen tried to make peace with the Masters and they tried to murder her,anger,0.8797869086265564
18017,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,We enter these negotiations with open eyes Trust me My own recent experience with slavery has taught me the horrors of that institution,fear,0.8895393013954163
18018,2016-05-15,Season 6,Episode 4,Book of the Stranger,missandei,How many days were you a slave?,neutral,0.6526008248329163
18019,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,Long enough to know,neutral,0.9537275433540344
18020,2016-05-15,Season 6,Episode 4,Book of the Stranger,missandei,Not long enough to understand,neutral,0.6354372501373291
18021,2016-05-15,Season 6,Episode 4,Book of the Stranger,yezzan,I bought this dwarf for a single gold honor And somehow you've risen to the top of the Great Pyramid of Meereen It's most impressive,surprise,0.8849181532859802
18022,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,And now you speak for the Good Masters of AstaporHere's to reversals of fortune,neutral,0.8506491184234619
18023,2016-05-15,Season 6,Episode 4,Book of the Stranger,razdal,We came here to meet the queen and instead we're greeted by a dwarf and a eunuch,disgust,0.47067609429359436
18024,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,"Let's make this simple, shall we? Tell me what you want",neutral,0.8933497667312622
18025,2016-05-15,Season 6,Episode 4,Book of the Stranger,belicho,We want you to leave Slaver's Bay Take your dragons and your mercenaries and go,neutral,0.5509887337684631
18026,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,Queen Daenerys won't stay in Meereen forever Her path takes her westward,neutral,0.5435578227043152
18027,2016-05-15,Season 6,Episode 4,Book of the Stranger,razdal,"When we last met, I offered her ships so she could return to Westeros where she belongs She refused them",anger,0.7917924523353577
18028,2016-05-15,Season 6,Episode 4,Book of the Stranger,missandei,"She refused them because hundreds of thousands of men, women, and children still lived in chains",neutral,0.561941921710968
18029,2016-05-15,Season 6,Episode 4,Book of the Stranger,razdal,As they have since the dawn of time,neutral,0.8408607840538025
18030,2016-05-15,Season 6,Episode 4,Book of the Stranger,grey worm,Not anymore,neutral,0.6295316815376282
18031,2016-05-15,Season 6,Episode 4,Book of the Stranger,yezzan,You think you're a free man now? You still follow orders Just because your master has silver hair and tits doesn't mean she's not a master,neutral,0.5309926867485046
18032,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,"Friends, friends, friends, please",neutral,0.8436877727508545
18033,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,There have always been those with wealth and power and those with nothing That is the way of the world I'm not here to change the way of the world,neutral,0.9168952107429504
18034,2016-05-15,Season 6,Episode 4,Book of the Stranger,yezzan,Slavery is the way of our world,disgust,0.5391429662704468
18035,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,You don't need slaves to make money There haven't been slaves in Westeros for hundreds of years and I grew up richer than any of you But our queen recognizes that she erred by abolishing slavery without providing a new system to replace it So here is the queen's proposal Slavery will never return to Meereen but she will give the other cities of Slaver's Bay time to adjust to the new order,neutral,0.9100896716117859
18036,2016-05-15,Season 6,Episode 4,Book of the Stranger,yezzan,What does that mean?,surprise,0.8051574230194092
18037,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,"Instead of abolishing slavery overnight, we will give you seven years to end the practice",neutral,0.9565027952194214
18038,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,"Slaveholders will be compensated for their losses, of course, at fair prices In exchange, you will cut off your support for the Sons of the Harpy",neutral,0.7146435976028442
18039,2016-05-15,Season 6,Episode 4,Book of the Stranger,yezzan,We do not support the Sons of the Harpy,sadness,0.5741889476776123
18040,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,"Fine, fine, but you will cut it off all the same I do hope you accept, my friends You will not receive a better offer",anger,0.7548980116844177
18041,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,Let us sail on the tide of freedom instead of being drowned by it And as a parting gift to our honored guests…,neutral,0.5787229537963867
18042,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,Give freedom a chance See if it doesn't taste every bit as good as what came before,neutral,0.9474853277206421
18043,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,My friends! Large sorry...you wait so fat time,surprise,0.5435405969619751
18044,2016-05-15,Season 6,Episode 4,Book of the Stranger,missandei,Perhaps I should translate for you,neutral,0.9676671624183655
18045,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,We speak the Common Tongue,neutral,0.9517554640769958
18046,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,Excellent,neutral,0.7960395216941833
18047,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,You met with the slavers today,neutral,0.9381954073905945
18048,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,I did,neutral,0.912966251373291
18049,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,Our brothers and sister died fighting these scum Now you invite them to our city and drink wine with them,neutral,0.8467204570770264
18050,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,I imagine this room was built so the rulers could intimidate the ruled,neutral,0.6133917570114136
18051,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,But I am not your ruler I'm not the Breaker of Chains I'm not the Unburnt And I am certainly not the Mother of Dragons,neutral,0.7763054966926575
18052,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,You are a stranger here So why do you represent Meereen in these talks with our enemies?,surprise,0.54965740442276
18053,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,Because our queen chose me as her advisor Until she returns from her travels --,neutral,0.6097110509872437
18054,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,When does she return?,neutral,0.7566887736320496
18055,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,Soon You have my word,neutral,0.7812327146530151
18056,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,We don't know you We don't trust you We know Torgo Nudho We fight with him against the Masters We trust him,fear,0.7520989775657654
18057,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,"And that is exactly why Grey Worm took part in these negotiations As commander of the Unsullied, he knows hot to defeat the slavers and he knows when it is time to make peace",neutral,0.9473776817321777
18058,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,You have made peace with the slavers?,neutral,0.4751424789428711
18059,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,We offered terms,neutral,0.8777558207511902
18060,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,"And you, Grey Worm? You want to drink wine with these men? The men who tore us from our mothers' arms and sold us at auction like cattle?",disgust,0.5595022439956665
18061,2016-05-15,Season 6,Episode 4,Book of the Stranger,grey worm,"I am a soldier, not a politician But if there is a chance for peace -- a just peace -- we should take it",neutral,0.8560042381286621
18062,2016-05-15,Season 6,Episode 4,Book of the Stranger,man,"Missandei, you know what these men are How can you trust them?",fear,0.5101391077041626
18063,2016-05-15,Season 6,Episode 4,Book of the Stranger,missandei,I do not trust them I will never trust them,fear,0.8741806745529175
18064,2016-05-15,Season 6,Episode 4,Book of the Stranger,missandei,"But as a wise man once said, “We make peace with our enemies, not our friends”",neutral,0.8331785798072815
18065,2016-05-15,Season 6,Episode 4,Book of the Stranger,grey worm,Do not use me for your lies,anger,0.8404421210289001
18066,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,Those men respect you,neutral,0.3382672369480133
18067,2016-05-15,Season 6,Episode 4,Book of the Stranger,grey worm,They respect me because they know who I am They know I am loyal,neutral,0.5797372460365295
18068,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,As do I,neutral,0.9439088106155396
18069,2016-05-15,Season 6,Episode 4,Book of the Stranger,grey worm,"I am loyal to my queen, not you If you betray her work, you are my enemy",anger,0.8958179950714111
18070,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,I am not betraying her work I am trying to save her city,anger,0.5669060349464417
18071,2016-05-15,Season 6,Episode 4,Book of the Stranger,missandei,You promised the slavers they could keep slavery,neutral,0.8060705661773682
18072,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,For a short time,neutral,0.6139045357704163
18073,2016-05-15,Season 6,Episode 4,Book of the Stranger,missandei,Seven years is not a short time for a slave,neutral,0.8656249046325684
18074,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,You're right Slavery is a horror that should be ended at once War is a horror that should be ended at once I can't do both today,fear,0.9888436794281006
18075,2016-05-15,Season 6,Episode 4,Book of the Stranger,grey worm,You are wrong to trust these men,anger,0.724600613117218
18076,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,I don't trust the Masters I trust their self-interest They're trustworthy if they're convinced that working with me is in their self-interest,neutral,0.3794039785861969
18077,2016-05-15,Season 6,Episode 4,Book of the Stranger,grey worm,You don't know them You don't understand them We are not human in their eyes They look at me and see a weapon They look at her and see a whore,disgust,0.5276786684989929
18078,2016-05-15,Season 6,Episode 4,Book of the Stranger,tyrion lannister,They look at me and they see a misshapen little beast Their contempt is their weakness They'll underestimate us every time and we will use that to our advantage,anger,0.8148205280303955
18079,2016-05-15,Season 6,Episode 4,Book of the Stranger,grey worm,You will not use them They will use you That is what they do,neutral,0.6169309616088867
18080,2016-05-15,Season 6,Episode 4,Book of the Stranger,daario,You all right? Why don't you sit and catch your breath?,anger,0.9014491438865662
18081,2016-05-15,Season 6,Episode 4,Book of the Stranger,jorah mormont,I'm fine,neutral,0.40792158246040344
18082,2016-05-15,Season 6,Episode 4,Book of the Stranger,daario,"I don't think you could ride the dragon 20 years ago, maybe",surprise,0.9015862345695496
18083,2016-05-15,Season 6,Episode 4,Book of the Stranger,jorah mormont,What?,surprise,0.9222372174263
18084,2016-05-15,Season 6,Episode 4,Book of the Stranger,daario,"Our queen She's wild, you know Don't let her size fool you It's hard enough for me and I'm a young man You, I don't think your heart could take it",fear,0.5696597099304199
18085,2016-05-15,Season 6,Episode 4,Book of the Stranger,daario,Must make you angry that our queen chose me,anger,0.9841372966766357
18086,2016-05-15,Season 6,Episode 4,Book of the Stranger,jorah mormont,Makes me sad You'll disappoint her before long She'll move on,sadness,0.9700711965560913
18087,2016-05-15,Season 6,Episode 4,Book of the Stranger,daario,We'll all disappoint her before long,sadness,0.45374730229377747
18088,2016-05-15,Season 6,Episode 4,Book of the Stranger,jorah mormont,We need each other right now After we're done needing each other --,neutral,0.8784832954406738
18089,2016-05-15,Season 6,Episode 4,Book of the Stranger,daario,"Oh, I don't want to fight you, Jorah the Andal What do I have to gain? If I win, I'm the shit who killed an old man If I lose, I'm the shit who was killed by an old man",anger,0.5410964488983154
18090,2016-05-15,Season 6,Episode 4,Book of the Stranger,jorah mormont,"You didn't get much discipline as a child, did you?",disgust,0.5508509278297424
18092,2016-05-15,Season 6,Episode 4,Book of the Stranger,jorah mormont,"The road running through the Horse Gate, they call that the godsway",neutral,0.8007847666740417
18093,2016-05-15,Season 6,Episode 4,Book of the Stranger,jorah mormont,"Eastern Market, Western Market When Khal Drogo died, she was supposed to come here and join the Dosh Khaleen, the widows of the dead khals That's where they would have taken her, the Temple of the Dosh Khaleen",sadness,0.8524659276008606
18094,2016-05-15,Season 6,Episode 4,Book of the Stranger,daario,What are you doing?,surprise,0.6313464641571045
18095,2016-05-15,Season 6,Episode 4,Book of the Stranger,jorah mormont,It's forbidden to carry weapons in the sacred city,disgust,0.6990510821342468
18096,2016-05-15,Season 6,Episode 4,Book of the Stranger,daario,Isn't it forbidden to sneak into their city and steal their khaleesi?,disgust,0.4596191346645355
18097,2016-05-15,Season 6,Episode 4,Book of the Stranger,jorah mormont,"If they spot us and we're unarmed, we'll say we're traders heading for the Western Market But if they see weapons…",neutral,0.5905214548110962
18098,2016-05-15,Season 6,Episode 4,Book of the Stranger,daario,You're asking a dog to hand over his teeth,disgust,0.7157928347587585
18099,2016-05-15,Season 6,Episode 4,Book of the Stranger,jorah mormont,"There's 100,000 of them down there We can't fight our way out We wait till dark, and then we'll find her",neutral,0.8845939636230469
18100,2016-05-15,Season 6,Episode 4,Book of the Stranger,daario,Uh…,neutral,0.7451217174530029
